"date","area_name","area_code","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"2020-10-17","Croydon","E09000008",-33,-5,40,-44,-11,8
"2020-10-18","Croydon","E09000008",-33,-11,35,-43,-8,6
"2020-10-19","Croydon","E09000008",-24,-5,54,-44,-39,14
"2020-10-20","Croydon","E09000008",-24,-4,42,-48,-41,15
"2020-10-21","Croydon","E09000008",-30,-12,-6,-49,-40,17
"2020-10-22","Croydon","E09000008",-22,-1,50,-47,-39,15
"2020-10-23","Croydon","E09000008",-28,-3,28,-44,-39,15
"2020-10-24","Croydon","E09000008",-36,-9,8,-45,-12,8
"2020-10-25","Croydon","E09000008",-32,-10,5,-45,-9,6
"2020-10-26","Croydon","E09000008",-16,-4,60,-45,-47,15
"2020-10-27","Croydon","E09000008",-20,-6,-9,-51,-49,18
"2020-10-28","Croydon","E09000008",-16,-5,25,-48,-47,17
"2020-10-29","Croydon","E09000008",-20,-4,-2,-50,-49,18
"2020-10-30","Croydon","E09000008",-23,0,37,-43,-47,16
"2020-10-31","Croydon","E09000008",-35,-5,11,-42,-10,7
"2020-11-01","Croydon","E09000008",-24,-9,4,-39,-6,5
"2020-11-02","Croydon","E09000008",-10,2,37,-39,-35,12
"2020-11-03","Croydon","E09000008",-5,3,19,-40,-36,13
"2020-11-04","Croydon","E09000008",2,1,35,-37,-32,11
"2020-11-05","Croydon","E09000008",-55,-6,34,-52,-42,19
"2020-11-06","Croydon","E09000008",-59,-3,39,-52,-41,19
"2020-11-07","Croydon","E09000008",-64,-9,82,-57,-27,14
"2020-11-08","Croydon","E09000008",-66,-17,44,-57,-28,11
"2020-11-09","Croydon","E09000008",-52,-10,52,-49,-41,18
"2020-11-10","Croydon","E09000008",-51,-3,48,-52,-44,19
"2020-11-11","Croydon","E09000008",-50,-7,31,-52,-42,19
"2020-11-12","Croydon","E09000008",-52,0,55,-52,-43,19
"2020-11-13","Croydon","E09000008",-54,1,48,-50,-41,19
"2020-11-14","Croydon","E09000008",-64,-11,-2,-59,-29,14
"2020-11-15","Croydon","E09000008",-64,-15,11,-58,-28,11
"2020-11-16","Croydon","E09000008",-51,-7,40,-49,-41,18
"2020-11-17","Croydon","E09000008",-51,-3,40,-52,-44,18
"2020-11-18","Croydon","E09000008",-51,-6,32,-52,-41,19
"2020-11-19","Croydon","E09000008",-53,-5,24,-54,-43,19
"2020-11-20","Croydon","E09000008",-55,0,15,-51,-42,19
"2020-11-21","Croydon","E09000008",-61,-6,47,-55,-26,13
"2020-11-22","Croydon","E09000008",-61,-11,60,-54,-28,10
"2020-11-23","Croydon","E09000008",-50,-7,44,-49,-41,17
"2020-11-24","Croydon","E09000008",-48,-2,41,-53,-43,18
"2020-11-25","Croydon","E09000008",-51,-8,20,-52,-41,19
"2020-11-26","Croydon","E09000008",-50,-1,40,-52,-42,19
"2020-11-27","Croydon","E09000008",-52,1,31,-50,-42,18
"2020-11-28","Croydon","E09000008",-58,-4,50,-54,-24,12
"2020-11-29","Croydon","E09000008",-61,-13,30,-56,-25,10
"2020-11-30","Croydon","E09000008",-46,-5,31,-48,-40,17
"2020-12-01","Croydon","E09000008",-46,0,41,-51,-41,17
"2020-12-02","Croydon","E09000008",-19,-4,21,-47,-34,15
"2020-12-03","Croydon","E09000008",-26,-8,-11,-48,-37,16
"2020-12-04","Croydon","E09000008",-26,2,6,-42,-36,14
"2020-12-05","Croydon","E09000008",-27,-2,33,-39,-10,7
"2020-12-06","Croydon","E09000008",-31,-8,10,-41,-10,6
"2020-12-07","Croydon","E09000008",-20,-3,19,-43,-37,14
"2020-12-08","Croydon","E09000008",-19,1,18,-47,-37,15
"2020-12-09","Croydon","E09000008",-21,-3,11,-47,-35,15
"2020-12-10","Croydon","E09000008",-22,1,19,-46,-37,15
"2020-12-11","Croydon","E09000008",-28,1,14,-42,-37,15
"2020-12-12","Croydon","E09000008",-32,-4,21,-41,-11,7
"2020-12-13","Croydon","E09000008",-37,-13,-27,-44,-11,7
"2020-12-14","Croydon","E09000008",-19,-3,15,-44,-38,14
"2020-12-15","Croydon","E09000008",-10,6,16,-46,-40,14
"2020-12-16","Croydon","E09000008",-30,0,3,-51,-40,17
"2020-12-17","Croydon","E09000008",-27,7,35,-50,-43,17
"2020-12-18","Croydon","E09000008",-36,1,-8,-51,-47,19
"2020-12-19","Croydon","E09000008",-39,3,12,-48,-17,10
"2020-12-20","Croydon","E09000008",-59,-5,33,-54,-20,9
"2020-12-21","Croydon","E09000008",-44,12,11,-60,-56,21
"2020-12-22","Croydon","E09000008",-40,21,33,-63,-60,22
"2020-12-23","Croydon","E09000008",-38,25,13,-63,-60,23
"2020-12-24","Croydon","E09000008",-44,27,46,-66,-68,25
"2020-12-25","Croydon","E09000008",-93,-86,5,-92,-87,35
"2020-12-26","Croydon","E09000008",-84,-54,16,-76,-55,18
"2020-12-27","Croydon","E09000008",-68,-24,26,-64,-31,11
"2020-12-28","Croydon","E09000008",-58,-23,40,-73,-77,30
"2020-12-29","Croydon","E09000008",-50,-7,32,-69,-69,27
"2020-12-30","Croydon","E09000008",-49,-2,50,-68,-67,27
"2020-12-31","Croydon","E09000008",-51,8,27,-70,-69,28
"2021-01-01","Croydon","E09000008",-82,-57,6,-81,-83,35
"2021-01-02","Croydon","E09000008",-69,-20,33,-68,-38,17
"2021-01-03","Croydon","E09000008",-69,-26,-3,-65,-29,12
"2021-01-04","Croydon","E09000008",-56,-17,-15,-65,-55,24
"2021-01-05","Croydon","E09000008",-59,-16,-18,-68,-58,25
"2021-01-06","Croydon","E09000008",-59,-19,14,-66,-57,26
"2021-01-07","Croydon","E09000008",-59,-16,28,-66,-57,26
"2021-01-08","Croydon","E09000008",-63,-17,11,-64,-55,26
"2021-01-09","Croydon","E09000008",-67,-17,55,-65,-32,16
"2021-01-10","Croydon","E09000008",-70,-25,6,-67,-31,13
"2021-01-11","Croydon","E09000008",-58,-20,20,-64,-55,24
"2021-01-12","Croydon","E09000008",-59,-19,4,-67,-58,25
"2021-01-13","Croydon","E09000008",-62,-24,-17,-68,-57,25
"2021-01-14","Croydon","E09000008",-65,-23,-20,-69,-59,26
"2021-01-15","Croydon","E09000008",-63,-17,18,-65,-57,25
"2021-01-16","Croydon","E09000008",-70,-23,5,-68,-36,16
"2021-01-17","Croydon","E09000008",-68,-24,59,-64,-31,11
"2021-01-18","Croydon","E09000008",-60,-21,26,-65,-56,23
"2021-01-19","Croydon","E09000008",-60,-21,6,-68,-59,24
"2021-01-20","Croydon","E09000008",-63,-29,-26,-69,-57,26
"2021-01-21","Croydon","E09000008",-59,-15,36,-67,-57,25
"2021-01-22","Croydon","E09000008",-62,-14,48,-64,-56,24
"2021-01-23","Croydon","E09000008",-66,-16,55,-64,-32,15
"2021-01-24","Croydon","E09000008",-74,-33,33,-70,-33,13
"2021-01-25","Croydon","E09000008",-57,-18,43,-64,-55,23
"2021-01-26","Croydon","E09000008",-59,-19,2,-67,-58,25
"2021-01-27","Croydon","E09000008",-58,-18,14,-66,-56,25
"2021-01-28","Croydon","E09000008",-58,-14,29,-65,-57,25
"2021-01-29","Croydon","E09000008",-60,-10,18,-62,-55,24
"2021-01-30","Croydon","E09000008",-69,-19,-22,-68,-34,16
"2021-01-31","Croydon","E09000008",-66,-21,32,-62,-30,11
"2021-02-01","Croydon","E09000008",-56,-18,25,-62,-55,22
"2021-02-02","Croydon","E09000008",-55,-13,37,-65,-57,23
"2021-02-03","Croydon","E09000008",-58,-18,5,-66,-56,24
"2021-02-04","Croydon","E09000008",-57,-13,15,-67,-56,24
"2021-02-05","Croydon","E09000008",-57,-4,66,-62,-54,23
"2021-02-06","Croydon","E09000008",-64,-12,34,-64,-29,14
"2021-02-07","Croydon","E09000008",-73,-30,-11,-69,-32,13
"2021-02-08","Croydon","E09000008",-61,-24,28,-66,-57,24
"2021-02-09","Croydon","E09000008",-61,-18,47,-68,-59,26
"2021-02-10","Croydon","E09000008",-57,-15,14,-67,-55,25
"2021-02-11","Croydon","E09000008",-56,-10,16,-67,-55,25
"2021-02-12","Croydon","E09000008",-57,-9,11,-63,-53,24
"2021-02-13","Croydon","E09000008",-62,-7,23,-65,-30,14
"2021-02-14","Croydon","E09000008",-63,-16,11,-65,-27,12
"2021-02-15","Croydon","E09000008",-50,-13,49,-62,-57,22
"2021-02-16","Croydon","E09000008",-51,-9,12,-65,-59,24
"2021-02-17","Croydon","E09000008",-53,-14,9,-64,-57,24
"2021-02-18","Croydon","E09000008",-52,-8,44,-64,-58,24
"2021-02-19","Croydon","E09000008",-55,-6,36,-61,-56,23
"2021-02-20","Croydon","E09000008",-59,-9,103,-59,-26,13
"2021-02-21","Croydon","E09000008",-61,-16,79,-59,-24,10
"2021-02-22","Croydon","E09000008",-53,-15,20,-60,-52,22
"2021-02-23","Croydon","E09000008",-49,-7,65,-62,-54,22
"2021-02-24","Croydon","E09000008",-51,-9,58,-61,-52,22
"2021-02-25","Croydon","E09000008",-53,-4,41,-62,-52,23
"2021-02-26","Croydon","E09000008",-52,2,97,-57,-51,22
"2021-02-27","Croydon","E09000008",-57,-3,119,-56,-25,12
"2021-02-28","Croydon","E09000008",-62,-10,59,-58,-23,10
"2021-03-01","Croydon","E09000008",-50,-6,63,-58,-51,20
"2021-03-02","Croydon","E09000008",-50,-3,44,-62,-53,21
"2021-03-03","Croydon","E09000008",-55,-12,2,-62,-51,23
"2021-03-04","Croydon","E09000008",-54,-3,22,-62,-52,23
"2021-03-05","Croydon","E09000008",-55,0,48,-57,-50,22
"2021-03-06","Croydon","E09000008",-61,-4,60,-59,-25,13
"2021-03-07","Croydon","E09000008",-61,-7,63,-57,-21,10
"2021-03-08","Croydon","E09000008",-49,-1,57,-54,-48,18
"2021-03-09","Croydon","E09000008",-49,0,92,-56,-49,19
"2021-03-10","Croydon","E09000008",-55,-12,-3,-58,-48,21
"2021-03-11","Croydon","E09000008",-54,1,27,-57,-48,20
"2021-03-12","Croydon","E09000008",-55,4,32,-53,-45,19
"2021-03-13","Croydon","E09000008",-59,4,49,-58,-24,12
"2021-03-14","Croydon","E09000008",-61,-4,34,-56,-14,8
"2021-03-15","Croydon","E09000008",-52,-5,53,-52,-45,18
"2021-03-16","Croydon","E09000008",-51,0,44,-55,-48,19
"2021-03-17","Croydon","E09000008",-51,-6,39,-54,-45,19
"2021-03-18","Croydon","E09000008",-51,1,30,-55,-46,20
"2021-03-19","Croydon","E09000008",-52,6,82,-50,-43,18
"2021-03-20","Croydon","E09000008",-60,-2,64,-56,-23,12
"2021-03-21","Croydon","E09000008",-60,-6,74,-55,-19,9
"2021-03-22","Croydon","E09000008",-47,1,114,-50,-42,16
"2021-03-23","Croydon","E09000008",-49,2,73,-53,-45,18
"2021-03-24","Croydon","E09000008",-49,-2,58,-52,-43,18
"2021-03-25","Croydon","E09000008",-49,5,51,-52,-44,19
"2021-03-26","Croydon","E09000008",-53,2,25,-51,-43,19
"2021-03-27","Croydon","E09000008",-55,3,88,-55,-22,11
"2021-03-28","Croydon","E09000008",-61,-9,32,-57,-20,10
"2021-03-29","Croydon","E09000008",-45,5,153,-48,-41,15
"2021-03-30","Croydon","E09000008",-45,11,162,-48,-45,15
"2021-03-31","Croydon","E09000008",-42,10,99,-49,-43,16
"2021-04-01","Croydon","E09000008",-37,24,97,-53,-49,17
"2021-04-02","Croydon","E09000008",-53,7,102,-64,-71,25
"2021-04-03","Croydon","E09000008",-59,8,69,-54,-28,10
"2021-04-04","Croydon","E09000008",-72,-34,113,-50,-23,6
"2021-04-05","Croydon","E09000008",-52,-11,96,-69,-75,26
"2021-04-06","Croydon","E09000008",-47,3,53,-57,-55,20
"2021-04-07","Croydon","E09000008",-48,-4,47,-57,-53,20
"2020-02-15","Ealing","E09000009",-12,-7,-32,1,-4,2
"2020-02-16","Ealing","E09000009",-11,-5,-49,1,-3,1
"2020-02-17","Ealing","E09000009",7,4,8,-3,-12,2
"2020-02-18","Ealing","E09000009",5,-1,1,-8,-12,3
"2020-02-19","Ealing","E09000009",4,-1,-19,-5,-13,3
"2020-02-20","Ealing","E09000009",3,-1,-16,-7,-13,3
"2020-02-21","Ealing","E09000009",4,1,-3,-5,-13,3
"2020-02-22","Ealing","E09000009",-4,-3,-1,3,-1,0
"2020-02-23","Ealing","E09000009",-5,1,-18,-2,-2,0
"2020-02-24","Ealing","E09000009",-6,3,-16,-3,-1,1
"2020-02-25","Ealing","E09000009",-1,5,-4,4,1,0
"2020-02-26","Ealing","E09000009",0,2,2,-1,1,0
"2020-02-27","Ealing","E09000009",-2,1,-5,0,0,1
"2020-02-28","Ealing","E09000009",-3,2,-20,-2,0,1
"2020-02-29","Ealing","E09000009",1,4,-18,-3,0,1
"2020-03-01","Ealing","E09000009",5,9,25,7,2,-1
"2020-03-02","Ealing","E09000009",1,8,7,-1,1,0
"2020-03-03","Ealing","E09000009",1,7,0,-3,1,1
"2020-03-04","Ealing","E09000009",0,7,-11,0,1,1
"2020-03-05","Ealing","E09000009",-6,2,-25,-5,0,2
"2020-03-06","Ealing","E09000009",4,13,34,0,1,1
"2020-03-07","Ealing","E09000009",1,9,16,0,2,0
"2020-03-08","Ealing","E09000009",1,11,3,-2,1,1
"2020-03-09","Ealing","E09000009",-3,12,3,0,0,1
"2020-03-10","Ealing","E09000009",-1,14,4,-1,0,2
"2020-03-11","Ealing","E09000009",1,15,15,-7,-1,2
"2020-03-12","Ealing","E09000009",-1,21,1,-10,-4,3
"2020-03-13","Ealing","E09000009",-4,22,16,-13,-6,4
"2020-03-14","Ealing","E09000009",-13,19,8,-15,-3,4
"2020-03-15","Ealing","E09000009",-20,14,-20,-22,-9,4
"2020-03-16","Ealing","E09000009",-5,30,47,-18,-14,6
"2020-03-17","Ealing","E09000009",-12,29,3,-29,-23,11
"2020-03-18","Ealing","E09000009",-14,40,6,-34,-30,13
"2020-03-19","Ealing","E09000009",-14,49,-16,-37,-35,15
"2020-03-20","Ealing","E09000009",-28,21,2,-42,-38,18
"2020-03-21","Ealing","E09000009",-49,2,21,-47,-30,14
"2020-03-22","Ealing","E09000009",-58,-13,27,-54,-40,12
"2020-03-23","Ealing","E09000009",-45,-4,36,-52,-54,22
"2020-03-24","Ealing","E09000009",-68,-17,31,-64,-65,29
"2020-03-25","Ealing","E09000009",-69,-23,33,-69,-69,31
"2020-03-26","Ealing","E09000009",-71,-26,25,-71,-72,32
"2020-03-27","Ealing","E09000009",-73,-27,20,-71,-71,33
"2020-03-28","Ealing","E09000009",-80,-36,-26,-73,-62,23
"2020-03-29","Ealing","E09000009",-83,-44,-47,-74,-63,18
"2020-03-30","Ealing","E09000009",-72,-31,-15,-73,-74,31
"2020-03-31","Ealing","E09000009",-72,-29,12,-74,-75,33
"2020-04-01","Ealing","E09000009",-73,-32,0,-74,-75,33
"2020-04-02","Ealing","E09000009",-74,-31,18,-74,-75,33
"2020-04-03","Ealing","E09000009",-74,-29,25,-73,-74,34
"2020-04-04","Ealing","E09000009",-78,-31,25,-71,-63,22
"2020-04-05","Ealing","E09000009",-80,-34,21,-71,-62,17
"2020-04-06","Ealing","E09000009",-71,-30,19,-73,-75,31
"2020-04-07","Ealing","E09000009",-71,-29,48,-72,-75,32
"2020-04-08","Ealing","E09000009",-71,-29,26,-73,-75,32
"2020-04-09","Ealing","E09000009",-70,-20,49,-72,-75,32
"2020-04-10","Ealing","E09000009",-75,-28,47,-77,-84,37
"2020-04-11","Ealing","E09000009",-78,-31,18,-71,-65,23
"2020-04-12","Ealing","E09000009",-87,-56,9,-72,-65,18
"2020-04-13","Ealing","E09000009",-79,-41,20,-81,-86,36
"2020-04-14","Ealing","E09000009",-69,-27,36,-73,-74,32
"2020-04-15","Ealing","E09000009",-70,-27,48,-72,-74,32
"2020-04-16","Ealing","E09000009",-71,-26,43,-72,-74,32
"2020-04-17","Ealing","E09000009",-74,-29,-17,-73,-73,34
"2020-04-18","Ealing","E09000009",-78,-29,7,-70,-61,22
"2020-04-19","Ealing","E09000009",-79,-35,42,-69,-58,16
"2020-04-20","Ealing","E09000009",-69,-25,66,-70,-72,30
"2020-04-21","Ealing","E09000009",-68,-24,62,-70,-71,31
"2020-04-22","Ealing","E09000009",-69,-26,65,-71,-70,31
"2020-04-23","Ealing","E09000009",-68,-21,83,-69,-71,31
"2020-04-24","Ealing","E09000009",-69,-21,69,-68,-70,32
"2020-04-25","Ealing","E09000009",-74,-24,49,-66,-57,21
"2020-04-26","Ealing","E09000009",-76,-29,54,-67,-56,16
"2020-04-27","Ealing","E09000009",-67,-24,62,-69,-70,29
"2020-04-28","Ealing","E09000009",-72,-34,-40,-74,-72,32
"2020-04-29","Ealing","E09000009",-69,-25,5,-70,-70,31
"2020-04-30","Ealing","E09000009",-71,-27,-9,-71,-70,32
"2020-05-01","Ealing","E09000009",-69,-21,25,-68,-68,31
"2020-05-02","Ealing","E09000009",-71,-23,55,-64,-55,20
"2020-05-03","Ealing","E09000009",-76,-31,20,-67,-55,16
"2020-05-04","Ealing","E09000009",-64,-20,80,-66,-68,28
"2020-05-05","Ealing","E09000009",-65,-20,80,-68,-68,29
"2020-05-06","Ealing","E09000009",-64,-19,96,-66,-68,29
"2020-05-07","Ealing","E09000009",-62,-12,112,-66,-68,28
"2020-05-08","Ealing","E09000009",-68,-18,133,-70,-79,33
"2020-05-09","Ealing","E09000009",-72,-20,102,-62,-54,19
"2020-05-10","Ealing","E09000009",-77,-32,-10,-67,-52,16
"2020-05-11","Ealing","E09000009",-64,-19,39,-66,-66,28
"2020-05-12","Ealing","E09000009",-62,-17,83,-66,-66,28
"2020-05-13","Ealing","E09000009",-64,-20,42,-66,-66,29
"2020-05-14","Ealing","E09000009",-62,-16,89,-65,-66,28
"2020-05-15","Ealing","E09000009",-63,-13,111,-63,-64,29
"2020-05-16","Ealing","E09000009",-68,-17,78,-59,-49,18
"2020-05-17","Ealing","E09000009",-70,-19,103,-58,-48,13
"2020-05-18","Ealing","E09000009",-58,-12,157,-60,-64,25
"2020-05-19","Ealing","E09000009",-58,-13,177,-63,-64,26
"2020-05-20","Ealing","E09000009",-58,-10,168,-61,-64,26
"2020-05-21","Ealing","E09000009",-57,-10,160,-62,-64,26
"2020-05-22","Ealing","E09000009",-59,-6,112,-60,-62,27
"2020-05-23","Ealing","E09000009",-64,-11,61,-55,-46,17
"2020-05-24","Ealing","E09000009",-64,-15,115,-53,-46,11
"2020-05-25","Ealing","E09000009",-58,-14,278,-65,-80,26
"2020-05-26","Ealing","E09000009",-54,-9,170,-61,-63,24
"2020-05-27","Ealing","E09000009",-54,-10,158,-59,-62,25
"2020-05-28","Ealing","E09000009",-53,-7,186,-59,-62,25
"2020-05-29","Ealing","E09000009",-56,-5,185,-58,-60,25
"2020-05-30","Ealing","E09000009",-62,-7,171,-50,-37,14
"2020-05-31","Ealing","E09000009",-65,-12,151,-51,-36,10
"2020-06-01","Ealing","E09000009",-49,-5,184,-56,-59,22
"2020-06-02","Ealing","E09000009",-51,-9,182,-57,-59,23
"2020-06-03","Ealing","E09000009",-54,-13,32,-59,-59,25
"2020-06-04","Ealing","E09000009",-53,-11,81,-59,-60,25
"2020-06-05","Ealing","E09000009",-55,-10,50,-58,-57,25
"2020-06-06","Ealing","E09000009",-62,-16,5,-56,-37,16
"2020-06-07","Ealing","E09000009",-62,-14,51,-53,-37,12
"2020-06-08","Ealing","E09000009",-48,-8,112,-58,-56,22
"2020-06-09","Ealing","E09000009",-50,-10,139,-58,-57,23
"2020-06-10","Ealing","E09000009",-53,-17,10,-60,-57,25
"2020-06-11","Ealing","E09000009",-50,-10,75,-61,-57,24
"2020-06-12","Ealing","E09000009",-53,-11,56,-58,-55,25
"2020-06-13","Ealing","E09000009",-55,-7,161,-48,-29,12
"2020-06-14","Ealing","E09000009",-57,-10,144,-48,-29,9
"2020-06-15","Ealing","E09000009",-36,-8,138,-54,-54,20
"2020-06-16","Ealing","E09000009",-37,-6,162,-56,-55,22
"2020-06-17","Ealing","E09000009",-40,-10,81,-58,-55,23
"2020-06-18","Ealing","E09000009",-43,-10,64,-59,-57,24
"2020-06-19","Ealing","E09000009",-42,-6,73,-55,-53,22
"2020-06-20","Ealing","E09000009",-45,-5,137,-46,-27,10
"2020-06-21","Ealing","E09000009",-47,-10,92,-49,-26,9
"2020-06-22","Ealing","E09000009",-34,-5,205,-52,-55,19
"2020-06-23","Ealing","E09000009",-35,-4,208,-54,-55,20
"2020-06-24","Ealing","E09000009",-38,-3,177,-53,-53,19
"2020-06-25","Ealing","E09000009",-39,-3,195,-54,-54,19
"2020-06-26","Ealing","E09000009",-40,-2,149,-52,-53,20
"2020-06-27","Ealing","E09000009",-47,-9,50,-47,-30,12
"2020-06-28","Ealing","E09000009",-47,-11,69,-48,-24,9
"2020-06-29","Ealing","E09000009",-34,-7,99,-54,-52,19
"2020-06-30","Ealing","E09000009",-37,-9,79,-55,-53,21
"2020-07-01","Ealing","E09000009",-35,-8,80,-54,-52,21
"2020-07-02","Ealing","E09000009",-37,-8,91,-55,-53,21
"2020-07-03","Ealing","E09000009",-37,-7,100,-51,-51,20
"2020-07-04","Ealing","E09000009",-40,-11,67,-42,-24,10
"2020-07-05","Ealing","E09000009",-38,-11,108,-41,-22,6
"2020-07-06","Ealing","E09000009",-28,-7,139,-51,-52,18
"2020-07-07","Ealing","E09000009",-29,-11,97,-53,-53,19
"2020-07-08","Ealing","E09000009",-31,-13,40,-53,-52,20
"2020-07-09","Ealing","E09000009",-32,-12,49,-53,-53,20
"2020-07-10","Ealing","E09000009",-29,-6,122,-48,-50,17
"2020-07-11","Ealing","E09000009",-35,-10,128,-39,-21,7
"2020-07-12","Ealing","E09000009",-36,-12,138,-40,-20,4
"2020-07-13","Ealing","E09000009",-25,-8,146,-51,-52,17
"2020-07-14","Ealing","E09000009",-26,-10,124,-53,-52,18
"2020-07-15","Ealing","E09000009",-23,-12,91,-52,-50,18
"2020-07-16","Ealing","E09000009",-22,-10,137,-51,-51,17
"2020-07-17","Ealing","E09000009",-23,-8,158,-47,-49,16
"2020-07-18","Ealing","E09000009",-31,-11,134,-38,-21,6
"2020-07-19","Ealing","E09000009",-32,-16,72,-43,-21,6
"2020-07-20","Ealing","E09000009",-18,-7,184,-50,-50,15
"2020-07-21","Ealing","E09000009",-21,-10,168,-52,-51,17
"2020-07-22","Ealing","E09000009",-20,-11,153,-50,-51,17
"2020-07-23","Ealing","E09000009",-21,-10,142,-51,-52,17
"2020-07-24","Ealing","E09000009",-25,-13,129,-47,-50,16
"2020-07-25","Ealing","E09000009",-34,-20,18,-43,-21,8
"2020-07-26","Ealing","E09000009",-30,-15,51,-40,-19,4
"2020-07-27","Ealing","E09000009",-24,-13,46,-52,-55,17
"2020-07-28","Ealing","E09000009",-16,-10,139,-50,-53,17
"2020-07-29","Ealing","E09000009",-15,-10,145,-47,-53,16
"2020-07-30","Ealing","E09000009",-13,-6,159,-48,-54,15
"2020-07-31","Ealing","E09000009",-25,-12,134,-46,-53,14
"2020-08-01","Ealing","E09000009",-29,-14,99,-39,-21,4
"2020-08-02","Ealing","E09000009",-28,-15,95,-38,-17,2
"2020-08-03","Ealing","E09000009",-11,-11,144,-49,-54,14
"2020-08-04","Ealing","E09000009",-10,-13,142,-49,-54,16
"2020-08-05","Ealing","E09000009",-8,-15,122,-47,-52,15
"2020-08-06","Ealing","E09000009",-18,-12,137,-50,-54,15
"2020-08-07","Ealing","E09000009",-26,-14,104,-49,-52,14
"2020-08-08","Ealing","E09000009",-35,-17,97,-41,-22,4
"2020-08-09","Ealing","E09000009",-33,-17,94,-40,-19,2
"2020-08-10","Ealing","E09000009",-10,-12,117,-49,-54,13
"2020-08-11","Ealing","E09000009",-10,-13,104,-50,-54,14
"2020-08-12","Ealing","E09000009",-11,-15,76,-51,-53,15
"2020-08-13","Ealing","E09000009",-22,-13,76,-51,-54,16
"2020-08-14","Ealing","E09000009",-22,-14,51,-46,-52,15
"2020-08-15","Ealing","E09000009",-29,-19,42,-42,-22,6
"2020-08-16","Ealing","E09000009",-29,-19,66,-41,-17,3
"2020-08-17","Ealing","E09000009",-7,-16,NA,-49,-53,14
"2020-08-18","Ealing","E09000009",-6,-16,NA,-48,-51,14
"2020-08-19","Ealing","E09000009",-12,-25,NA,-52,-53,16
"2020-08-20","Ealing","E09000009",-15,-10,NA,-48,-52,14
"2020-08-21","Ealing","E09000009",-23,-14,NA,-47,-50,15
"2020-08-22","Ealing","E09000009",-29,-18,NA,-38,-17,4
"2020-08-23","Ealing","E09000009",-26,-19,NA,-38,-14,3
"2020-08-24","Ealing","E09000009",-1,-14,NA,-46,-51,13
"2020-08-25","Ealing","E09000009",-4,-17,NA,-48,-52,15
"2020-08-26","Ealing","E09000009",6,-14,NA,-43,-50,13
"2020-08-27","Ealing","E09000009",-20,-17,NA,-49,-51,15
"2020-08-28","Ealing","E09000009",-18,-14,NA,-44,-50,14
"2020-08-29","Ealing","E09000009",-27,-17,NA,-37,-20,4
"2020-08-30","Ealing","E09000009",-23,-17,NA,-34,-16,1
"2020-08-31","Ealing","E09000009",5,-21,NA,-52,-70,15
"2020-09-01","Ealing","E09000009",-12,-10,NA,-44,-51,14
"2020-09-02","Ealing","E09000009",-14,-12,NA,-45,-49,14
"2020-09-03","Ealing","E09000009",-17,-11,NA,-45,-49,14
"2020-09-04","Ealing","E09000009",-17,-11,NA,-41,-46,12
"2020-09-05","Ealing","E09000009",-22,-12,NA,-33,-19,4
"2020-09-06","Ealing","E09000009",-21,-12,NA,-34,-16,3
"2020-09-07","Ealing","E09000009",-14,-9,NA,-40,-48,12
"2020-09-08","Ealing","E09000009",-14,-11,NA,-41,-48,12
"2020-09-09","Ealing","E09000009",-14,-11,NA,-41,-48,12
"2020-09-10","Ealing","E09000009",-13,-7,NA,-40,-46,12
